Severity,Mean,Std,Accuracy,Time Taken
0.0,0.999597109137115,2.222669831529484e-16,0.472,0.08910584449768066
0.032999999821186066,0.999657641358244,0.0,0.486,0.0941927433013916
0.06599999964237213,0.9997090815801889,1.111334915764742e-16,0.502,0.1391446590423584
0.0989999994635582,0.9997527946944816,2.222669831529484e-16,0.49,0.13988137245178223
0.13199999928474426,0.9997899408995452,1.111334915764742e-16,0.502,0.14871597290039062
0.16499999165534973,0.9998215063351505,3.3340047472942265e-16,0.484,0.13866448402404785
0.1979999989271164,0.9998483291853248,3.3340047472942265e-16,0.522,0.14115500450134277
0.23100000619888306,0.9998711217941346,3.3340047472942265e-16,0.508,0.1204679012298584
0.2639999985694885,0.9998904895691078,1.111334915764742e-16,0.506,0.130051851272583
0.296999990940094,0.9999069470320133,4.445339663058968e-16,0.526,0.1379849910736084
0.32999998331069946,0.9999209314276034,2.222669831529484e-16,0.518,0.13949799537658691
0.3630000054836273,0.9999328143398718,3.3340047472942265e-16,0.512,0.1168050765991211
0.3959999978542328,0.9999429115084267,3.3340047472942265e-16,0.512,0.10760354995727539
0.42899999022483826,0.9999514912718279,1.111334915764742e-16,0.516,0.09567523002624512
0.4620000123977661,0.9999587816517204,0.0,0.524,0.13929390907287598
0.4950000047683716,0.9999649763931727,2.222669831529484e-16,0.54,0.14027094841003418
0.527999997138977,0.9999702401492458,2.222669831529484e-16,0.552,0.13824009895324707
0.5609999895095825,0.9999747128266773,2.222669831529484e-16,0.544,0.13295269012451172
0.593999981880188,0.9999785133094219,2.222669831529484e-16,0.546,0.12285089492797852
0.6270000338554382,0.9999817426223724,0.0,0.536,0.14221572875976562
0.6600000262260437,0.999984486593089,1.111334915764742e-16,0.554,0.14029836654663086
0.6930000185966492,0.999986818167448,2.222669831529484e-16,0.542,0.1467602252960205
0.7260000109672546,0.9999887993237375,4.445339663058968e-16,0.538,0.1363236904144287
0.7590000033378601,0.9999904827260626,4.445339663058968e-16,0.566,0.09178495407104492
0.7919999957084656,0.9999919131239811,5.556674578823711e-16,0.564,0.14317846298217773
0.824999988079071,0.9999931285418354,2.222669831529484e-16,0.556,0.14171862602233887
0.8580000400543213,0.999994161291124,5.556674578823711e-16,0.546,0.1383824348449707
0.8910000324249268,0.9999950388221459,2.222669831529484e-16,0.542,0.1392683982849121
0.9240000247955322,0.9999957844648576,2.222669831529484e-16,0.552,0.1370251178741455
0.9570000171661377,0.9999964180412256,2.222669831529484e-16,0.564,0.1425647735595703
0.9900000095367432,0.9999969563941452,2.222669831529484e-16,0.576,0.14295387268066406
-0.0,0.999597109137115,2.222669831529484e-16,0.486,0.11500930786132812
-0.032999999821186066,0.9995258793272478,0.0,0.484,0.14088201522827148
-0.06599999964237213,0.9994420633449334,2.222669831529484e-16,0.478,0.1305527687072754
-0.0989999994635582,0.9993434399418625,2.222669831529484e-16,0.484,0.1199958324432373
-0.13199999928474426,0.9992273968970321,2.222669831529484e-16,0.462,0.13120532035827637
-0.16499999165534973,0.9990908626333393,0.0,0.47,0.12968659400939941
-0.1979999989271164,0.9989302258154582,0.0,0.47,0.09780406951904297
-0.23100000619888306,0.9987412416021118,2.222669831529484e-16,0.45,0.13422894477844238
-0.2639999985694885,0.9985189214159629,3.3340047472942265e-16,0.446,0.13727712631225586
-0.296999990940094,0.9982574038535099,2.222669831529484e-16,0.448,0.14441704750061035
-0.32999998331069946,0.9979498043259255,1.111334915764742e-16,0.446,0.10754752159118652
-0.3630000054836273,0.9975880387919085,2.222669831529484e-16,0.464,0.14130258560180664
-0.3959999978542328,0.9971626201407715,1.111334915764742e-16,0.448,0.1468498706817627
-0.42899999022483826,0.9966624177291761,1.111334915764742e-16,0.456,0.1391301155090332
-0.4620000123977661,0.9960743810822411,2.222669831529484e-16,0.444,0.14023995399475098
-0.4950000047683716,0.9953832209628781,3.3340047472942265e-16,0.444,0.14843082427978516
-0.527999997138977,0.994571035682688,3.3340047472942265e-16,0.426,0.14556884765625
-0.5609999895095825,0.993616886750724,2.222669831529484e-16,0.418,0.13686847686767578
-0.593999981880188,0.9924963098444726,0.0,0.436,0.13833260536193848
-0.6270000338554382,0.9911807554140853,2.222669831529484e-16,0.43,0.13640952110290527
-0.6600000262260437,0.9896369679336597,4.445339663058968e-16,0.414,0.13849925994873047
-0.6930000185966492,0.98782626323738,3.3340047472942265e-16,0.436,0.11217832565307617
-0.7260000109672546,0.9857037493885179,3.3340047472942265e-16,0.422,0.1351923942565918
-0.7590000033378601,0.9832174584243957,2.222669831529484e-16,0.394,0.14397907257080078
-0.7919999957084656,0.9803074098747548,3.3340047472942265e-16,0.416,0.1367480754852295
-0.824999988079071,0.9769046192907603,2.222669831529484e-16,0.408,0.16800713539123535
-0.8580000400543213,0.9729300706194619,1.111334915764742e-16,0.404,0.14296507835388184
-0.8910000324249268,0.9682937392963206,2.222669831529484e-16,0.392,0.13841867446899414
-0.9240000247955322,0.9628936175421926,3.3340047472942265e-16,0.416,0.14262700080871582
-0.9570000171661377,0.956614971398144,2.222669831529484e-16,0.388,0.13668107986450195
-0.9900000095367432,0.9493298425239233,3.3340047472942265e-16,0.394,0.1554863452911377
