Severity,Mean,Std,Accuracy
1,1.0,0.0,1.0
2,0.9992817355629522,0.0011330209266210837,1.0
3,0.9977763837291503,0.002817650241233086,1.0
4,0.9956026309361495,0.004567251123348654,1.0
5,0.9928651402265689,0.006412921128909487,1.0
6,0.9896675432923759,0.008054107177130747,1.0
7,0.9861208480878901,0.00960379487679038,1.0
8,0.982259717407861,0.011006471688537266,1.0
9,0.9782757673817587,0.012354074417532635,1.0
10,0.9740627644024782,0.01371293553985936,1.0
11,0.9697261598574548,0.015041830048563428,1.0
12,0.9653500512450031,0.01621100695865924,1.0
13,0.9608615664742713,0.017305953096984072,1.0
14,0.9562464059953042,0.01832374162053609,1.0
15,0.9518397674366936,0.01919267080036083,1.0
16,0.9474126482622409,0.020033931253639357,1.0
17,0.9429330617868285,0.02072823645330489,1.0
18,0.9385023778171717,0.021393343871597775,1.0
19,0.9341721013947001,0.021970892938257654,0.998
20,0.9298968485052838,0.022504157554587744,0.994
21,0.9256306671239047,0.023002611065173713,0.988
22,0.9214757334078988,0.02346323164369212,0.986
23,0.917403378954762,0.023903605099141086,0.984
24,0.9134023501175869,0.024288443694486496,0.984
25,0.9094587408258984,0.02466477515723275,0.984
26,0.9056412409458134,0.025016911473262994,0.984
27,0.9017807431436872,0.025345704298767535,0.982
28,0.8981839033421032,0.02566660383965635,0.982
29,0.8945966293094173,0.025954673608239342,0.982
30,0.8910695154214736,0.02625159994180323,0.982
