Severity,Mean,Std,Accuracy
1,1.0,0.0,1.0
2,0.9993766228878154,0.0008322648576339892,0.998
3,0.9992370311577208,0.0008033631514779181,1.0
4,0.9989535334717932,0.0008760876623023319,1.0
5,0.9984621345134549,0.0011164204658486165,1.0
6,0.9979623268548943,0.0008996313972480188,1.0
7,0.9972771766110765,0.0009482631662758545,1.0
8,0.9961786182452949,0.0012690032847749021,1.0
9,0.9951852722793622,0.0014203171173040713,1.0
10,0.9940392493401132,0.0017489165526722555,1.0
11,0.9931693814559255,0.0020258726119392004,0.998
12,0.9913537216582828,0.0024966877383696476,1.0
13,0.9899035934151903,0.0030422147046109496,1.0
14,0.9880098341401529,0.003421132043821213,1.0
15,0.9862659462190909,0.003934897485448779,0.998
16,0.9850572664036477,0.004744630764542672,0.996
17,0.9817942189685157,0.005470854681375019,0.998
18,0.9794939824299856,0.006710298710662199,0.998
19,0.9777765874252364,0.007134455804122163,1.0
20,0.9743836424542379,0.008498509229177985,0.996
21,0.9731101589309592,0.00921101555656051,0.992
22,0.9697527864988522,0.010081955943023782,0.98
23,0.9666688552705793,0.011862451282693443,0.992
24,0.9626590640007807,0.013212052766906719,0.984
25,0.9605033243009239,0.014578127387804883,0.976
26,0.9572084286641689,0.015475754226553319,0.976
27,0.9537624676103355,0.017752940788522836,0.972
28,0.9497461512128043,0.01907141525500725,0.952
29,0.9464708341265765,0.0210480806108546,0.952
30,0.9440085368134864,0.02177874394848479,0.932
