Severity,Mean,Std,Accuracy,Time Taken
0.0,0.9993674684287387,0.0,0.472,0.1437525749206543
0.032999999821186066,0.9993988368674175,3.3340047472942265e-16,0.49,0.14856958389282227
0.06599999964237213,0.9994236735679994,2.222669831529484e-16,0.512,0.15763449668884277
0.0989999994635582,0.9994433383806959,2.222669831529484e-16,0.536,0.16045379638671875
0.13199999928474426,0.999458908132855,3.3340047472942265e-16,0.538,0.15606212615966797
0.16499999165534973,0.9994712354993867,1.111334915764742e-16,0.556,0.15344882011413574
0.1979999989271164,0.9994809956535667,1.111334915764742e-16,0.542,0.1524181365966797
0.23100000619888306,0.9994887231858592,3.3340047472942265e-16,0.548,0.1489121913909912
0.2639999985694885,0.9994948413795582,2.222669831529484e-16,0.566,0.1569666862487793
0.296999990940094,0.9994996853845617,4.445339663058968e-16,0.554,0.15366554260253906
0.32999998331069946,0.9995035205574947,0.0,0.57,0.14966130256652832
0.3630000054836273,0.9995065569987477,1.111334915764742e-16,0.574,0.14800286293029785
0.3959999978542328,0.9995089610482422,1.111334915764742e-16,0.604,0.1589207649230957
0.42899999022483826,0.9995108644123429,3.3340047472942265e-16,0.612,0.15062570571899414
0.4620000123977661,0.9995123713674032,2.222669831529484e-16,0.614,0.15195345878601074
0.4950000047683716,0.9995135644695631,0.0,0.608,0.15354442596435547
0.527999997138977,0.9995145090852604,0.0,0.618,0.16148638725280762
0.5609999895095825,0.9995152569662448,4.445339663058968e-16,0.62,0.1539154052734375
0.593999981880188,0.9995158490861641,1.111334915764742e-16,0.648,0.15034937858581543
0.6270000338554382,0.9995163178859721,3.3340047472942265e-16,0.636,0.1535477638244629
0.6600000262260437,0.9995166890479743,1.111334915764742e-16,0.646,0.15487337112426758
0.6930000185966492,0.9995169829079203,1.111334915764742e-16,0.644,0.15569639205932617
0.7260000109672546,0.9995172155655082,2.222669831529484e-16,0.666,0.16058564186096191
0.7590000033378601,0.9995173997673634,0.0,0.628,0.150970458984375
0.7919999957084656,0.999517545605377,1.111334915764742e-16,0.652,0.16115975379943848
0.824999988079071,0.9995176610696036,2.222669831529484e-16,0.664,0.15697526931762695
0.8580000400543213,0.9995177524861559,3.3340047472942265e-16,0.668,0.15966439247131348
0.8910000324249268,0.9995178248631632,0.0,0.652,0.20377898216247559
0.9240000247955322,0.9995178821661528,1.111334915764742e-16,0.68,0.14635896682739258
0.9570000171661377,0.9995179275346008,4.445339663058968e-16,0.69,0.14747142791748047
0.9900000095367432,0.9995179634541227,1.111334915764742e-16,0.68,0.11001038551330566
-0.0,0.9993674684287387,0.0,0.486,0.11954832077026367
-0.032999999821186066,0.9993278510734808,2.222669831529484e-16,0.494,0.17578673362731934
-0.06599999964237213,0.9992778165297637,2.222669831529484e-16,0.462,0.14390015602111816
-0.0989999994635582,0.9992146271400825,2.222669831529484e-16,0.452,0.14612603187561035
-0.13199999928474426,0.9991348266723002,1.111334915764742e-16,0.452,0.1537630558013916
-0.16499999165534973,0.99903405226298,2.222669831529484e-16,0.436,0.1455976963043213
-0.1979999989271164,0.9989067972924415,0.0,0.422,0.1550302505493164
-0.23100000619888306,0.9987461131520504,1.111334915764742e-16,0.392,0.12212705612182617
-0.2639999985694885,0.9985432336608686,2.222669831529484e-16,0.36,0.10268759727478027
-0.296999990940094,0.9982871028008501,3.3340047472942265e-16,0.344,0.12293386459350586
-0.32999998331069946,0.9979637823188964,0.0,0.334,0.11674952507019043
-0.3630000054836273,0.9975557084761381,2.222669831529484e-16,0.368,0.12464046478271484
-0.3959999978542328,0.9970407645418948,2.222669831529484e-16,0.326,0.13543486595153809
-0.42899999022483826,0.9963911196330035,4.445339663058968e-16,0.316,0.19359111785888672
-0.4620000123977661,0.9955717883291332,3.3340047472942265e-16,0.286,0.14354562759399414
-0.4950000047683716,0.994538849729183,1.111334915764742e-16,0.274,0.14409327507019043
-0.527999997138977,0.9932372473742358,5.556674578823711e-16,0.268,0.1449904441833496
-0.5609999895095825,0.9915981088202823,2.222669831529484e-16,0.26,0.14725756645202637
-0.593999981880188,0.9895354972557029,3.3340047472942265e-16,0.23,0.15716886520385742
-0.6270000338554382,0.9869425248040679,0.0,0.228,0.15300202369689941
-0.6600000262260437,0.983686812057908,3.3340047472942265e-16,0.236,0.1502399444580078
-0.6930000185966492,0.9796052282845212,3.3340047472942265e-16,0.2,0.15250277519226074
-0.7260000109672546,0.9744981058718892,0.0,0.192,0.146195650100708
-0.7590000033378601,0.9681231208616391,0.0,0.186,0.1440718173980713
-0.7919999957084656,0.9601893716960638,3.3340047472942265e-16,0.174,0.1545116901397705
-0.824999988079071,0.9503525226259479,3.3340047472942265e-16,0.164,0.1454455852508545
-0.8580000400543213,0.9382123588635861,0.0,0.17,0.10012102127075195
-0.8910000324249268,0.9233148943084223,3.3340047472942265e-16,0.174,0.13418865203857422
-0.9240000247955322,0.905161383365055,3.3340047472942265e-16,0.166,0.10071039199829102
-0.9570000171661377,0.883227931424907,1.111334915764742e-16,0.152,0.1268787384033203
-0.9900000095367432,0.8569987603244427,2.222669831529484e-16,0.162,0.16328215599060059
