Severity,Mean,Std,Accuracy
1,0.9999978164434433,9.3930894357468e-07,1.0
2,0.9999693670868873,2.867662320974025e-05,1.0
3,0.9999526377320289,3.032226236252465e-05,1.0
4,0.9999210795164108,3.913189288771381e-05,1.0
5,0.9998722444772721,5.7764996904746956e-05,1.0
6,0.9998191449642181,7.928377648340064e-05,1.0
7,0.9997496916651726,0.0001086346399778544,1.0
8,0.9996498298048974,0.0001491437092872054,1.0
9,0.999554325401783,0.00018917522976518515,1.0
10,0.999450197160244,0.00023196402987064202,1.0
11,0.999359619319439,0.00027065037403641934,1.0
12,0.9992054967284203,0.0003310765839883598,1.0
13,0.9990701847672463,0.00038528816402657543,1.0
14,0.9988872156739235,0.0004557332707174944,1.0
15,0.9987407805919647,0.0005139464328861234,1.0
16,0.9986396941542626,0.0005590628829580734,1.0
17,0.9983852093219757,0.0006527308897150343,1.0
18,0.998203212916851,0.0007227641171863493,0.998
19,0.9980133978724479,0.0007954477485415584,0.998
20,0.9977874186635017,0.0008780566425345446,0.998
21,0.9976177738308907,0.000946414413905437,0.998
22,0.997350139260292,0.001040696224997568,0.998
23,0.9971422398090363,0.001118314978256226,0.998
24,0.9968826593160629,0.0012123295924740716,0.998
25,0.9966530275344848,0.0012966593868932324,0.998
26,0.9963997591733933,0.001387325274196733,0.998
27,0.996110884487629,0.0014875288562736218,0.998
28,0.9958672833442688,0.001574982367628529,0.998
29,0.9956031945943833,0.00166873052745261,0.998
30,0.9953596197962761,0.0017580374189121173,0.998
