Severity,Mean,Std,Accuracy
1,1.0,0.0,0.998
2,0.9208989389405435,0.022382583792207346,1.0
3,0.8463068374375922,0.039279417956823263,0.998
4,0.7668188014190479,0.0516799843926245,0.996
5,0.7161567802865627,0.053187460886625085,0.992
6,0.6754128707772095,0.05488811038897037,0.982
7,0.6518468108217532,0.05625664356072578,0.97
8,0.6218665590882735,0.05418009876030504,0.958
9,0.6063460308585259,0.05398964462118778,0.94
10,0.5938102409724602,0.05142496821349207,0.886
11,0.5902034409247854,0.04998846716446712,0.86
12,0.5759635809149343,0.04506028846404333,0.83
13,0.56837620520126,0.043366701308911064,0.78
14,0.5633369611232608,0.04225893712731284,0.708
15,0.557373703601669,0.04092626671810871,0.696
16,0.5547675224726504,0.039767042666036964,0.626
17,0.5545394291623651,0.036339110839399655,0.586
18,0.5500287185357269,0.03672605686763373,0.568
19,0.5473317392578992,0.035016393254909586,0.558
20,0.5428009191460572,0.03382038522049352,0.504
21,0.5396296641231759,0.03125150376717882,0.47
22,0.5384865335544612,0.03151914440227332,0.422
23,0.5379567460006552,0.030713313208488833,0.422
24,0.5358998727646386,0.03025564464938907,0.38
25,0.533111225579752,0.029923823399910107,0.382
26,0.5323600020610963,0.029000618917361422,0.342
27,0.5299345932146826,0.027956715897021183,0.33
28,0.5287696592626557,0.027504150009036638,0.326
29,0.5276905340613998,0.027266753192086414,0.298
30,0.5276191863269286,0.027860058087815366,0.28
