Severity,Mean,Std,Accuracy
1,0.9999983776807785,9.630358021978652e-07,0.998
2,0.9566120305061341,0.0223307172335015,1.0
3,0.9158838691711426,0.03873898978188435,0.998
4,0.8748490567803383,0.05117994081673619,0.996
5,0.8433586654216051,0.06245609678337131,0.996
6,0.8147461768388748,0.06751729073611669,0.99
7,0.798459526181221,0.07457935874285158,0.982
8,0.7789381767511367,0.07896204399348361,0.976
9,0.7569716845117509,0.08299999678221934,0.948
10,0.7450626015121816,0.0898904252896323,0.924
11,0.7339494453053922,0.08676108335893189,0.894
12,0.717464267960284,0.08452496291650707,0.85
13,0.7066752849190961,0.09361024399658606,0.808
14,0.6962176656476222,0.0907564911593088,0.77
15,0.6856922761853784,0.0960764200924974,0.72
16,0.6820201327335089,0.09694451392213191,0.69
17,0.6794189616616931,0.09657677554768536,0.63
18,0.6730391265619546,0.10245300569185463,0.57
19,0.6575570978601463,0.1007301821815513,0.518
20,0.6510559482594254,0.10033455052791973,0.528
21,0.6459871099102311,0.10517064376983477,0.456
22,0.6418897968432866,0.10888944322160697,0.428
23,0.6329403608539141,0.1067815950585392,0.418
24,0.6208981998614036,0.1112623990689746,0.392
25,0.6296305615245364,0.10729022790303012,0.32
26,0.6183912392713828,0.11038637748651668,0.322
27,0.6181192408672068,0.10836662717657153,0.332
28,0.6090490207144758,0.11428061747430937,0.286
29,0.6045379716062452,0.11298048751795553,0.258
30,0.6067541737363208,0.11433970332960244,0.238
