Severity,Mean,Std,Accuracy,Time Taken
8.0,1.0,0.0,1.0,4.687413930892944
8.0,1.0,0.0,1.0,16.06207299232483
8.0,1.0,0.0,1.0,29.595094442367554
7.0,0.9996341961622238,0.0003057255289227819,1.0,37.37378525733948
7.0,0.9996391289234161,0.0002898052491134138,1.0,34.76513648033142
7.0,0.999638722538948,0.00029843212815139174,1.0,30.033360481262207
7.0,0.9996401292085647,0.0002805339215732406,1.0,33.757397413253784
7.0,0.9996316413879395,0.00030127751819710493,1.0,40.34405565261841
6.0,0.9981685705184936,0.0015643324434179184,1.0,42.60504627227783
6.0,0.9981714136600495,0.0015364092646788711,1.0,39.001002073287964
6.0,0.9981727539300919,0.0015049039646030124,0.998,31.97476077079773
6.0,0.9982048872709274,0.001418494043733318,1.0,32.55584931373596
6.0,0.9982054266929626,0.001436277483059125,1.0,33.28972601890564
5.0,0.9928161916732788,0.00567616225830226,1.0,32.73060321807861
5.0,0.9928124507665634,0.0056089486671242195,1.0,38.03299140930176
5.0,0.99278577876091,0.0055166672249547565,1.0,48.570533990859985
5.0,0.9926835170984268,0.005626528734103251,1.0,35.24988389015198
5.0,0.9927121958732605,0.0056876047386229395,1.0,40.450358629226685
4.0,0.9746268892288208,0.01774992090045088,0.998,32.91420316696167
4.0,0.9745105609893799,0.017919279952564694,1.0,36.97970128059387
4.0,0.9744719591140747,0.017614614779561933,1.0,50.226945877075195
4.0,0.9744405666589737,0.017255116410421066,1.0,42.89015436172485
4.0,0.9744127161502838,0.018176073184113305,0.998,42.444355726242065
3.0,0.923706335425377,0.03944623727295489,0.986,29.736319541931152
3.0,0.9237720524072647,0.039285547770839785,0.992,42.61388897895813
3.0,0.9229210375547409,0.040722822838446714,0.988,32.36252737045288
3.0,0.9236293528079986,0.038888726488458335,0.994,17.176459074020386
3.0,0.9233120282888413,0.03946240374649943,0.99,13.4303297996521
2.0,0.8070833156704903,0.07329179775481434,0.862,25.94288182258606
2.0,0.8073410301804542,0.07531320629210202,0.87,10.212297916412354
2.0,0.8072070952653885,0.07471402594876592,0.85,22.249149084091187
8.0,1.0,0.0,1.0,21.971302032470703
8.0,1.0,0.0,0.998,12.142963409423828
8.0,1.0,0.0,1.0,17.840092182159424
7.0,0.9996342099905015,0.00030997748277000124,1.0,29.102124214172363
7.0,0.999635679602623,0.0003030685315770926,1.0,13.453707218170166
7.0,0.9996349904537201,0.00031213245657520046,0.998,17.012917041778564
7.0,0.9996414943933487,0.00029624076044876144,1.0,15.08149528503418
7.0,0.9996329271793365,0.0003135477820094632,1.0,10.63813829421997
6.0,0.9981944700479507,0.0014978958255162417,1.0,13.049525737762451
6.0,0.9982224056720733,0.0014373342076081622,1.0,12.107393026351929
6.0,0.9981929384469986,0.0014764760151120468,1.0,11.670833349227905
6.0,0.9981971555948257,0.0014643590498768053,1.0,37.57772731781006
6.0,0.9981865435838699,0.0014941408431574427,1.0,14.859787464141846
5.0,0.9927591478824616,0.005492965937024386,1.0,9.851959466934204
5.0,0.9928076928853988,0.005548355335574873,0.998,13.16745638847351
5.0,0.9927759429216385,0.005523672704751482,1.0,16.512210845947266
5.0,0.992707046866417,0.00598940609778305,1.0,10.911772727966309
5.0,0.9928518235683441,0.005326929994711536,1.0,11.614476203918457
4.0,0.9747720036506653,0.017227298840527365,1.0,31.521311283111572
4.0,0.9746480047702789,0.01731902877395234,1.0,7.446356296539307
4.0,0.9745423926115035,0.0171984733218881,0.998,11.545526266098022
4.0,0.9747510920763016,0.017007050254630587,1.0,13.901805400848389
4.0,0.9748060922622681,0.016870323663950578,1.0,11.126673460006714
3.0,0.9231669942140579,0.039479417920799856,0.984,11.996475219726562
3.0,0.9226544787883758,0.04092849122220782,0.988,17.45629906654358
3.0,0.9232720655202865,0.040650108505976626,0.984,9.41703462600708
3.0,0.923894488453865,0.0403453936537483,0.984,15.731462001800537
3.0,0.9234679577350616,0.039951236205997505,0.988,21.665605306625366
2.0,0.8085123775005341,0.07259939017460079,0.872,12.835937261581421
2.0,0.8072502883672714,0.07383857469958344,0.864,12.37513780593872
2.0,0.8089107101559639,0.07423169255449166,0.858,10.118380546569824
