severity,accuracy,mean_poly_k,std_poly_k,elapsed_time_poly_k
-0.0,1.0,1.0,0.0,0.057126760482788086
-0.032999999821186,0.998,0.9990199000106216,0.0,0.06407451629638672
-0.0659999996423721,1.0,0.9960796000424864,2.222669831529484e-16,0.09162092208862305
-0.0989999994635582,0.998,0.9911791000955943,3.3340047472942265e-16,0.06283187866210938
-0.1319999992847442,0.998,0.9843184001699451,3.3340047472942265e-16,0.06994056701660156
-0.1649999916553497,0.998,0.9754975024783614,3.3340047472942265e-16,0.0648953914642334
-0.1979999989271164,1.0,0.9647164003823755,2.222669831529484e-16,0.06612777709960938
-0.231000006198883,1.0,0.9519750974225046,2.222669831529484e-16,0.06896328926086426
-0.2639999985694885,0.994,0.937273600679779,0.0,0.0685889720916748
-0.296999990940094,0.996,0.9206119048434259,2.222669831529484e-16,0.06985878944396973
-0.3299999833106994,0.994,0.901990009913444,2.222669831529484e-16,0.0725865364074707
-0.3630000054836273,0.996,0.8814078964169981,2.222669831529484e-16,0.0725548267364502
-0.3959999978542328,0.994,0.858865601529503,1.111334915764742e-16,0.07332158088684082
-0.4289999902248382,0.988,0.8343631075483801,2.222669831529484e-16,0.07408952713012695
-0.4620000123977661,0.988,0.8079003896900174,1.111334915764742e-16,0.07761669158935547
-0.4950000047683716,0.978,0.7794774957513809,0.0,0.07601714134216309
-0.527999997138977,0.97,0.7490944027191163,1.111334915764742e-16,0.07883644104003906
-0.5609999895095825,0.966,0.7167511105932235,1.111334915764742e-16,0.08754229545593262
-0.593999981880188,0.954,0.6824476193737026,1.111334915764742e-16,0.08147573471069336
-0.6270000338554382,0.936,0.6461838617907513,1.111334915764742e-16,0.08182811737060547
-0.6600000262260437,0.92,0.6079599688434596,2.222669831529484e-16,0.08301258087158203
-0.6930000185966492,0.886,0.5677758768025394,1.111334915764742e-16,0.08434534072875977
-0.7260000109672546,0.836,0.5256315856679914,1.111334915764742e-16,0.08459901809692383
-0.7590000033378601,0.776,0.48152709543981564,1.111334915764742e-16,0.08762812614440918
-0.7919999957084656,0.654,0.4354624061180114,5.55667457882371e-17,0.08895492553710938
-0.824999988079071,0.542,0.38743751770257945,5.55667457882371e-17,0.0899207592010498
-0.8580000400543213,0.368,0.33745233814010483,5.55667457882371e-17,0.08984589576721191
-0.8910000324249268,0.21,0.2855070479969015,0.0,0.09080386161804199
-0.9240000247955322,0.138,0.2316015587600702,8.335011868235566e-17,0.09510588645935059
-0.9570000171661376,0.11,0.175735870429611,8.335011868235566e-17,0.0930626392364502
-0.9900000095367432,0.102,0.11790998300552365,6.945843223529639e-17,0.09473061561584473
0.0,1.0,1.0,0.0,0.05889892578125
0.032999999821186,1.0,1.0,0.0,0.0740814208984375
0.0659999996423721,1.0,1.0,0.0,0.06519460678100586
0.0989999994635582,0.998,1.0,0.0,0.06369662284851074
0.1319999992847442,1.0,1.0,0.0,0.0644230842590332
0.1649999916553497,1.0,1.0,0.0,0.06575679779052734
0.1979999989271164,1.0,1.0,0.0,0.06700897216796875
0.231000006198883,0.998,1.0,0.0,0.06822681427001953
0.2639999985694885,1.0,1.0,0.0,0.06983089447021484
0.296999990940094,0.998,1.0,0.0,0.07081365585327148
0.3299999833106994,0.998,1.0,0.0,0.07300162315368652
0.3630000054836273,0.998,1.0,0.0,0.07524895668029785
0.3959999978542328,0.996,1.0,0.0,0.07586479187011719
0.4289999902248382,0.988,1.0,0.0,0.07656192779541016
0.4620000123977661,0.99,1.0,0.0,0.07760334014892578
0.4950000047683716,0.99,1.0,0.0,0.0784153938293457
0.527999997138977,0.982,1.0,0.0,0.0802607536315918
0.5609999895095825,0.98,1.0,0.0,0.07991695404052734
0.593999981880188,0.984,1.0,0.0,0.09493207931518555
0.6270000338554382,0.974,1.0,0.0,0.09525227546691895
0.6600000262260437,0.97,1.0,0.0,0.09344482421875
0.6930000185966492,0.954,1.0,0.0,0.09442901611328125
0.7260000109672546,0.948,1.0,0.0,0.09589147567749023
0.7590000033378601,0.938,1.0,0.0,0.09753870964050293
0.7919999957084656,0.934,1.0,0.0,0.09852099418640137
0.824999988079071,0.928,1.0,0.0,0.10367059707641602
0.8580000400543213,0.902,1.0,0.0,0.1052250862121582
0.8910000324249268,0.898,1.0,0.0,0.1030573844909668
0.9240000247955322,0.88,1.0,0.0,0.10611343383789062
0.9570000171661376,0.874,1.0,0.0,0.10471606254577637
0.9900000095367432,0.864,1.0,0.0,0.13652610778808594
