severity,accuracy,mean_poly_k,std_poly_k,elapsed_time_poly_k
-0.0,1.0,1.0,0.0,0.06518864631652832
-1.0666667222976685,1.0,0.9989999998956917,2.222669831529484e-16,0.06609678268432617
-2.133333444595337,0.998,0.9959999995827677,2.222669831529484e-16,0.06599736213684082
-3.200000286102295,0.998,0.990999998390674,5.556674578823711e-16,0.07654070854187012
-4.266666889190674,0.996,0.9839999983310701,2.222669831529484e-16,0.06959080696105957
-5.333333492279053,0.996,0.9749999985098835,3.3340047472942265e-16,0.08866739273071289
-6.40000057220459,0.99,0.9639999935626979,1.111334915764742e-16,0.07284379005432129
-7.466667175292969,0.972,0.9509999933242793,2.222669831529484e-16,0.07454919815063477
-8.533333778381348,0.982,0.93599999332428,3.3340047472942265e-16,0.07602882385253906
-9.600000381469728,0.962,0.9189999935626981,1.111334915764742e-16,0.07592582702636719
-10.666666984558104,0.938,0.8999999940395359,4.445339663058968e-16,0.07709217071533203
-11.733333587646484,0.924,0.8789999947547911,1.111334915764742e-16,0.07881736755371094
-12.80000114440918,0.91,0.8559999742507926,2.222669831529484e-16,0.08026432991027832
-13.86666774749756,0.87,0.8309999736547463,3.3340047472942265e-16,0.0808725357055664
-14.933334350585938,0.84,0.8039999732971185,2.222669831529484e-16,0.08197140693664551
-15.999999046325684,0.794,0.7750000268220895,1.111334915764742e-16,0.08362388610839844
-17.066665649414062,0.742,0.7440000305175775,3.3340047472942265e-16,0.08393049240112305
-18.13333320617676,0.674,0.7110000040531156,2.222669831529484e-16,0.08542990684509277
-19.19999885559082,0.608,0.6760000386238084,2.222669831529484e-16,0.08581376075744629
-20.26666641235352,0.56,0.6390000090599061,1.111334915764742e-16,0.08730030059814453
-21.33333206176757,0.506,0.6000000476837145,1.111334915764742e-16,0.08863091468811035
-22.39999961853028,0.426,0.5590000150203702,1.111334915764742e-16,0.08974552154541016
-23.46666717529297,0.416,0.515999979019165,2.222669831529484e-16,0.09070968627929688
-24.53333282470703,0.318,0.47100002193450924,1.6670023736471132e-16,0.0927731990814209
-25.600000381469727,0.316,0.4239999828338623,1.111334915764742e-16,0.09326839447021484
-26.66666603088379,0.262,0.3750000298023221,5.55667457882371e-17,0.12355208396911621
-27.733333587646484,0.212,0.3239999876022338,0.0,0.13492488861083984
-28.799999237060547,0.192,0.27100003862380934,5.55667457882371e-17,0.17575645446777344
-29.86666679382324,0.166,0.2159999933242798,2.778337289411855e-17,0.17264628410339355
-30.933332443237305,0.136,0.1590000483989709,2.778337289411855e-17,0.11124181747436523
-32.0,0.102,0.10000000000000003,2.778337289411855e-17,0.10410094261169434
0.0,1.0,1.0,0.0,0.06915545463562012
1.0666667222976685,1.0,0.9989999998956917,2.222669831529484e-16,0.07011747360229492
2.133333444595337,0.998,0.9959999995827677,2.222669831529484e-16,0.07074546813964844
3.200000286102295,1.0,0.990999998390674,5.556674578823711e-16,0.07153725624084473
4.266666889190674,1.0,0.9839999983310701,2.222669831529484e-16,0.07294797897338867
5.333333492279053,0.994,0.9749999985098835,3.3340047472942265e-16,0.0741875171661377
6.40000057220459,0.998,0.9639999935626979,1.111334915764742e-16,0.07631373405456543
7.466667175292969,0.99,0.9509999933242793,2.222669831529484e-16,0.07774639129638672
8.533333778381348,0.986,0.93599999332428,3.3340047472942265e-16,0.07830548286437988
9.600000381469728,0.968,0.9189999935626981,1.111334915764742e-16,0.07980656623840332
10.666666984558104,0.96,0.8999999940395359,4.445339663058968e-16,0.07959604263305664
11.733333587646484,0.924,0.8789999947547911,1.111334915764742e-16,0.08119559288024902
12.80000114440918,0.904,0.8559999742507926,2.222669831529484e-16,0.08264422416687012
13.86666774749756,0.886,0.8309999736547463,3.3340047472942265e-16,0.08408331871032715
14.933334350585938,0.864,0.8039999732971185,2.222669831529484e-16,0.08475780487060547
15.999999046325684,0.832,0.7750000268220895,1.111334915764742e-16,0.08601188659667969
17.066665649414062,0.69,0.7440000305175775,3.3340047472942265e-16,0.0871119499206543
18.13333320617676,0.622,0.7110000040531156,2.222669831529484e-16,0.08809638023376465
19.19999885559082,0.578,0.6760000386238084,2.222669831529484e-16,0.08948397636413574
20.26666641235352,0.528,0.6390000090599061,1.111334915764742e-16,0.09042692184448242
21.33333206176757,0.464,0.6000000476837145,1.111334915764742e-16,0.09129881858825684
22.39999961853028,0.404,0.5590000150203702,1.111334915764742e-16,0.09466767311096191
23.46666717529297,0.354,0.515999979019165,2.222669831529484e-16,0.09443068504333496
24.53333282470703,0.34,0.47100002193450924,1.6670023736471132e-16,0.09482359886169434
25.600000381469727,0.262,0.4239999828338623,1.111334915764742e-16,0.1008920669555664
26.66666603088379,0.246,0.3750000298023221,5.55667457882371e-17,0.09667444229125977
27.733333587646484,0.232,0.3239999876022338,0.0,0.09973764419555664
28.799999237060547,0.198,0.27100003862380934,5.55667457882371e-17,0.10026144981384277
29.86666679382324,0.17,0.2159999933242798,2.778337289411855e-17,0.10156726837158203
30.933332443237305,0.144,0.1590000483989709,2.778337289411855e-17,0.1020810604095459
32.0,0.102,0.10000000000000003,2.778337289411855e-17,0.10285258293151855
