severity,accuracy,mean_ssim,std_ssim,elapsed_time_ssim,mean_ncc,std_ncc,elapsed_time_ncc,mean_uiq,std_uiq,elapsed_time_uiq,mean_scc,std_scc,elapsed_time_scc,mean_sift,std_sift,elapsed_time_sift
-0.0,0,1.0,0.0,0.6330554485321045,0.9999983041286468,9.286399224615078e-07,0.1711502075195312,0.9984335514307022,0.0126154246814079,0.4893500804901123,0.9999091797471048,0.001088087123605,1.1969449520111084,1.0,0.0,1.2846832275390625
-1.0666667222976685,0,0.680388464152813,0.0892694007999225,0.6844058036804199,0.9129901101589204,0.0396565644635846,0.172910451889038,0.6543138417601585,0.0931437756167185,0.4843459129333496,0.6296851134441095,0.0679007087536538,1.189906358718872,0.8994776643574739,0.10315565852374521,1.294304609298706
-2.133333444595337,0,0.335086284738779,0.1373251935044978,0.7723777294158936,0.818793333441019,0.0723800796946179,0.1653752326965332,0.289635497456789,0.135237110779657,0.4850575923919678,0.5330848587673881,0.0605845581291242,1.18900728225708,0.8578288676637696,0.11363100786699251,1.3161706924438477
-3.200000286102295,0,0.2081203975826502,0.1085210646905069,0.6101043224334717,0.7584772328920663,0.0904940381562437,0.1662707328796386,0.1783593473941088,0.0975953239086983,0.4841833114624023,0.5775928790387698,0.0396625949830281,1.1912600994110107,0.8207318828713203,0.1337915254577573,1.2895889282226562
-4.266666889190674,0,0.1609742065042257,0.0857384778820208,0.8272035121917725,0.7111464017422404,0.1026136988599273,0.2081580162048339,0.1390991021990776,0.0711193963135821,0.4839544296264648,0.5649136146808159,0.0393466181525348,1.1847686767578125,0.7882195355574713,0.13515556733917142,1.281343698501587
-5.333333492279053,0,0.1397173335522413,0.0685395691352837,0.6892361640930176,0.682774195163045,0.1029868616251842,0.2081215381622314,0.122763496619463,0.050221772160267,0.4856500625610351,0.5608794646013994,0.0362723480391851,1.1886329650878906,0.7605258026814563,0.1397950964932088,1.285611867904663
-6.40000057220459,0,0.126919023257494,0.0534516912286306,0.5915300846099854,0.6598717807084322,0.1016116615937095,0.2748579978942871,0.1148377080231905,0.0391972153414067,0.4836070537567138,0.5592758267945028,0.0332564629147533,1.1866319179534912,0.7341214742597506,0.15000652124090957,1.2520830631256104
-7.466667175292969,0,0.1192167471706867,0.0433657974283207,0.6160147190093994,0.6391366315360647,0.1077275293248476,0.1698756217956543,0.1101586004823446,0.0301226521224938,0.4839241504669189,0.552033725326075,0.0342659160070584,1.2443535327911377,0.7083018102907597,0.15966827327398125,1.2772822380065918
-8.533333778381348,0,0.1166159145861864,0.0386474600997723,0.586723804473877,0.6265701031195932,0.1123796088745231,0.1714177131652832,0.1078509122848511,0.0260101033136472,0.4831864833831787,0.5526379433977127,0.0302837386216569,1.1956415176391602,0.6814130505014446,0.1621297159673148,1.2766480445861816
-9.600000381469728,0,0.1100308354258537,0.0253731069447082,0.633981466293335,0.6152714988924562,0.1162483413109517,0.1701583862304687,0.1045157945036888,0.0169226481087095,0.4835107326507568,0.5489937442581285,0.0311601460858687,1.2006254196166992,0.6389826891308185,0.1672309290339658,1.2722840309143066
-10.666666984558104,0,0.1088963556051254,0.0233766616440317,0.5808377265930176,0.6050398673764176,0.1154339560797064,0.1667549610137939,0.1042797093957662,0.0163473321928357,0.4834392070770263,0.5438812026396918,0.0311385720875102,1.197669506072998,0.5950743443281541,0.1705920748525584,1.2702105045318604
-11.733333587646484,0,0.1086448476821184,0.0240485427628489,0.5816631317138672,0.5932043377914233,0.1188439632227509,0.1824457645416259,0.1040853047430515,0.0149635837568374,0.4842309951782226,0.5437442951490521,0.0273238362636161,1.1941583156585691,0.585233485616999,0.17590766462087698,1.2750999927520752
-12.80000114440918,0,0.1057755119621753,0.0196169931585345,0.6594147682189941,0.5931182391619659,0.1258208854752866,0.165917158126831,0.103161776894331,0.0143085822884782,0.4844615459442138,0.5404635883935552,0.0259258327585277,1.1992437839508057,0.5299805103296468,0.17732760443391957,1.2545976638793945
-13.86666774749756,0,0.1051011701583862,0.0187185324990166,0.7125949859619141,0.5820796336638742,0.1249466057833168,0.1676180362701416,0.1012668640434742,0.008757095540756,0.5485093593597412,0.5380727726311306,0.0253307568220733,1.196976661682129,0.48971924638367964,0.1745178456311086,1.3207197189331055
-14.933334350585938,0,0.1036908208906651,0.0145287674673826,0.6230993270874023,0.5791801283410168,0.1289426106502199,0.1672112941741943,0.1023901720046997,0.0132586858473925,0.4821333885192871,0.5371738566948115,0.0242291288728514,1.1948249340057373,0.4586603756095686,0.1706482680388532,1.3791053295135498
-15.999999046325684,0,0.1035241471678018,0.0143401033534164,0.6057920455932617,0.5758990068059647,0.1275749338908618,0.167180061340332,0.1023718279808759,0.011715784466369,0.4851341247558594,0.5325914058401686,0.0244889313528643,1.1962647438049316,0.4147686001082817,0.16626203233365391,1.334120750427246
-17.066665649414062,0,0.1017280627012253,0.0080859054024351,0.5984458923339844,0.5637964890482544,0.1285989252426684,0.1661674976348877,0.1006031564772129,0.0041594335546304,0.4839699268341064,0.5272908237609372,0.0216399910420029,1.1942574977874756,0.3560024027952735,0.16170409641874792,1.3007338047027588
